DIMENSIONES;RECURSO;NOMBRE DEL RECURSO/PROGRAMA;DESCRIPCIÓN DEL RECURSO;DIRECCIÓN;LOCALIDAD;CONTACTO;ZONA
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;COMEDOR COMUNITARIO LAS PODEROSAS;El comedor pertenece a la Asamblea La Podereosa que funciona hace varios años en la localidad de Altods de San Lorenzo. Trabajan fundamentalmente para transformar la realidad de los barrios populares y fortalecer el trabajo comunitario, a través del apoyo escolar, el deporte y el cooperativismo como principales herramientas;CALLE 83 e/ 18 y 19, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;MERENDERO TODOS POR UNA SONRISA;Es una asociación civil que trabaja desde el año 2013 en el barrio, fundamentalmente a través del comedor, pero donde tambipen bridan apoyo escolar;CALLE 88 N° 1062, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;COMEDOR LOS ANGELITOS;Lo conforman un grupo de vecinos que todos los días dan de comer a más de 150 niños. RTealizan también tareas de apoyo escolar;CALLE 25 y 89, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;LOS CHICOS DEL ZANJON;Se trata de un espacio donde se brinda asistencia alimentaria a niños y adolescentes de la zona. El comedor es parte de una iniciativa más amplia de trabajo comunitario, donde vecinos y la comuna colaboran para ofrecer alimentos accesibles a la población local.;CALLE 78 N° 2233, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;COMEDOR JUAN GABRIEL;"Comedor comunitario que realiza además tareas de acompañamiento a víctimas de violencia familiar; trabaja además en cursos de formación laboral en coordinación con la Universidad del Este";CALLE 81 e/ 15 y 16, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;MERENDERO LA ABUEELA;Es un merendero y comedor comunitario que brinda asistencia a familias necesitadas, brindando contención y apoyo;CALLE 88 N° 958, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Otro;CENTRO DE  DESARROLLO COMUNITARIO MANOS ARGENTINAS;es una organización no gubernamental (ONG) que se dedica a promover el desarrollo humano y social en comunidades vulnerables, trabajando para mejorar la calidad de vida de las personas y fortalecer el tejido social.;CALLE 88 N° 1250, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Clubes;"CLUB POLIDEPORTIVO ""CHACARITA PLATENSE""";club de boxeo,taekwondo,patin,basquet y zumba, también pretan las instalaciones para campañas de vacunación;CALLE 30 N° 2047, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Iglesias;Iglesia Bautista Redentor;realizan actividades de servicios religiosos, estudios bíblicos, grupos de oración, actividades para niños y jóvenes, eventos sociales, y labores de servicio comunitario;CALLE 83 y 19, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Iglesias;PARROQUIA NUESTRA SEÑORA DE FÁTIMA;realizan actividades de servicios religiosos, estudios bíblicos, grupos de oración, actividades para niños y jóvenes, eventos sociales, y labores de servicio comunitario;CALLE 22 N° 2123, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Iglesias;IGLESIA CRISTIANA DE LA PLATA;realizan actividades de servicios religiosos, estudios bíblicos, grupos de oración, actividades para niños y jóvenes, eventos sociales, y labores de servicio comunitario;CALLE 76 N° 1616, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Iglesias;IGLESIA NUEVA APOSTÓLICA;realizan actividades de servicios religiosos, estudios bíblicos, grupos de oración, actividades para niños y jóvenes, eventos sociales, y labores de servicio comunitario;CALLE 78 N° 1560, Altos de San Lorenzo, La Plata, Buneos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Iglesias;Iglesia de Jesucristo de los Santos de los últimos días;Organización religiosa cristiana que trabaja en el fortalecimiento espiritual de sus miembros a través de reuniones, clases y diferentes actividades comunitarias.;AV. 72  N° 1244, Altos de San Lorenzo, La Plata, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;COOPERATIVA DE TRABAJO BARRIOS PRODUCTORES LIMITADA;Es una cooperativa de trabajo asociada, lo que significa que sus miembros son a la vez dueños y trabajadores de la misma. Esta cooperativa se dedica a la producción de productos hortícolas, aves de corral y comida al paso, y también participa en proyectos de mejora del hábitat en barrios populares. Además, la cooperativa ofrece capacitación laboral a sus asociados.;29 y 88 B1912 ,Altos de San Lorenzo, Provincia de Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
JUSTICIA JUVENIL Y FAMILIA;Centros Juveniles;CENTRO DE TRATAMIENTO AMBULATORIO INTEGRAL (CTAI);Un programa provincial, que se constituye como efector de niñez;CALLE 19 N° 499, Altos de San Lorenzo, Buenos Aires;Altos de San Lorenzo;;ZONA ESTE
PROTECCION ESPECIAL;Autonomía Joven;HOGAR DE LA MADRE TRES VECES ADMIRABLE;Coordina Equipo Tecnico territorial para el Programa de Autonomía joven;CALLE 643 e/ 12 y 13, Arana, La Plata, Buenos Aires;Arana;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;ESCUELA DE EDUCACIÓN SECUNDARIA N°94;Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;CALLE 639 e/ 131 y 132, Arana, La Plata, Buenos Aires;Arana;;ZONA ESTE
SEGURIDAD;Subcomisariía;SUBCOMISARÍA ARANA;Las Subcomisarías funcionarán con dependencia directa de la Comisaría. A su vez tienen bajo su dependencia a los destacamentos y Puestos de Vigilancia ubicados en la jurisdicción del radio que abarque directamente aquella dependencia.;CALLE 640 e/ 131 y 132, Arana, La Plata, Buenos Aires;Arana;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Clubes;Centro Tradicionalista y Cultural Villa Garibaldi;Se trata de un espacio dedicado a la difusión y preservación de la cultura tradicional argentina, con actividades como folklore y otras disciplinas deportivas como fútbol, boxeo, patín, voley, tenis, taekwondo, kick boxing, zumba, entre otras;CALLE 666 e/ 14 BIS y 15, Villa Garibaldi, Arana, La Plata, Buenos Aires;Arana;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Clubes;Club Unidos x Garibaldi;un lugar de encuentro por y para la comunidad. Además de formar un espacio para realizar actividades culturales, deportivas y recreativas;CALLE 650 Nº 524, Arana, La Plata, Buenos Aires;Arana;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;ESCUELA DE EDUCACIÓN SECUNDARIA Nº43;Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;AV. 7 y 643, Arana, La Plata, Buenos Aires;Arana;;ZONA ESTE
PROTECCION ESPECIAL;Hogar Convivencial;HOGAR DE LA MADRE TRES VECES ADMIRABLE – OBRA DEL PADRE CAJADE;Niños, niñas, adolescentes y jóvenes con medidas de protección de derechos/ medidas de abrigo, separados transitoriamente de sus grupos familiares o bien hasta que construyan un proyecto de vida progresivo y viable para el respectivo egreso. Dentro del mismo proyecto trabajamos con cinco niños/as, adolescentes y jóvenes en situación de discapacidad desde una perspectiva de inclusión plena y no segregada.;CALLE 643 e/ 12 y 13, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROTECCION ESPECIAL;Servicios Locales de Promoción y Protección de Derechos.;SERVICIO LOCAL DE PYP DE DERECHOS DE NNYA– VILLA ELVIRA;un Servicio Local es un organismo municipal encargado de promover y proteger los derechos de niños, niñas y adolescentes. Funciona como una oficina de promoción y protección de derechos, interviniendo en situaciones donde se vulneran los derechos de los menores de edad. Su objetivo principal es garantizar que los niños, niñas y adolescentes tengan acceso a sus derechos y brindarles protección y asistencia.;CALLE 96 e/ 118 y 119, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROTECCION ESPECIAL;Fortalecimiento comunitario para la inclusión de NNyA;HOGAR DE LA MADRE TRES VECES ADMIRABLE – OBRA DEL PADRE CAJADE ;"Casa Joven B.A. (Barrio Aeropuerto) se crea como espacio y centro de día en el año 2009, producto del deseo de pibxs y adultxs que transitaban y habían egresado de las otras Casas de la Obra del Padre Cajade, en funcionamiento desde 1984 y registrada como Asociación Civil sin fines de lucro, con Personería Jurídica Nº 5748. La misma consta del “Hogar de la Madre Tres Veces Admirable”, que se compone de un grupo de casas con educadorxs a cargo de pibxs que se encuentran dentro del sistema de promoción y protección; cuatro centros de día donde concurren NNyA de diferentes edades, éstos son: “Casa de los Niños Madre del Pueblo”, “Casa de los Bebés”, “Casa Joven B.A” y “Chispita”, todos se ubican en Villa Elvira, excepto Chispita que se encuentra en Los Hornos. A su vez, cuenta con una serie de emprendimientos productivos, la revista “La Pulseada”, el productivo textil “Manos a la obra” y el productivo de luthería “Buena Vibra”.";CALLE 96 e/ 6 y 7, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 43;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;AV. 7 y 632, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 6;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;AV. 122 N° 2349, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 7;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;AV. 7 N° 2521, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 19;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;CALLE 4 y 611, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 22;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;ESTACIÓN IGNACIO CORREA, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 26;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;CALLE 126 y 605, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;Centros de Atención Primaria;CENTRO DE SALUD Nº 35;Son establecimientos de salud que brindan servicios de atención médica básica y preventiva a la comunidad, siendo el primer punto de contacto con el sistema de salud. Su objetivo principal es garantizar el acceso equitativo a la atención médica esencial y promover la salud de la población.;CALLE 121 N° 3334, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SALUD ADOLESCENTE;CPA;CENTRO PROVINCIAL DE ATENCIÓN;Son dispositivos públicos de salud, de atención y cuidado, con base territorial y comunitaria, en los que se brindan prestaciones de tipo ambulatoria. Tienen el propósito de prevenir, detectar, diagnosticar problemáticas vinculadas a salud mental, y promover y desarrollar procesos de atención ante padecimientos en salud mental, situaciones de consumos problemáticos y de violencia que se presentan en el ámbito de la salud pública.;CALLE 120 y 75, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;ESCUELA DE EDUCACIÓN SECUNDARIA Nº54;Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;AV. 122 e/ 603 y 604, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;ESCUELA DE EDUCACIÓN SECUNDARIA Nº55;Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;CALLE 6 e/ 72 y 73, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;ESCUELA DE EDUCACIÓN SECUNDARIA Nº71;Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;CALLE 81 y 116, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;ESCUELA DE EDUCACIÓN SECUNDARIA Nº82;Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;CALLE 4 e/ 611 y 612, Villa Elvira, La Plata, Buenos Airres;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;"ESCUELA PEDAGÓGICA MUNICIPAL ""BARRIO JARDÍN""";Son instituciones de enseñanza de gestión estatal destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tiene una duración de 6 años, y ofrece diferentes orientaciones;CALLE 1 BIS e/ 85 BIS y BLVD. 3, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;INSTITUTO SANTA MARIA DE LOS ANGELES;Son instituciones de enseñanza de gestión privada destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tienen una duración de 6 años y ofrecen diferentes orientaciones.;CALLE 81 e/ 8 BIS y 9, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;SAN JORGE;Son instituciones de enseñanza de gestión privada destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tienen una duración de 6 años y ofrecen diferentes orientaciones.;CALLE 8 BIS N° 2372, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuelas Secundarias;COLEGIO SANTA MARIA DE LOS ANGELES;Son instituciones de enseñanza de gestión privada destinadas a garantizar la obligatoriedad de la escuela secundaria, establecida por Ley nacional a partir de la sanción de la ley 26.206 Tienen una duración de 6 años y ofrecen diferentes orientaciones.;CALLE 8 BIS N° 2374, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Escuela De Educación Secundaria Técnica;"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 ""GENERAL MANUEL NICOLÁS SAVIO""";Son instituciones de enseñanza que brindan educación técnico profesional. Agregan a la secundaria básica un año más de escolaridad a través de las prácticas profesionalizantes;CALLE 76 N° 611, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Centro Educativo De Nivel Secundario (C.E.N.S.);CENTRO EDUCATIVO NIVEL SECUNDARIO Nº452;Son instituciones destinadas a garantizar la educación, primaria y secundaria de jóvenes, adultos, y adultos mayores, que por diversos motivos no han finalizado los estudios de educación obligatoria. Tiene una duración de tres años;CALLE 7 e/ 75 y 76, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Centro Educativo De Nivel Secundario (C.E.N.S.);CENTRO EDUCATIVO DE NIVEL SECUNDARIO N°471;Son instituciones destinadas a garantizar la educación, primaria y secundaria de jóvenes, adultos, y adultos mayores, que por diversos motivos no han finalizado los estudios de educación obligatoria. Tiene una duración de tres años;CALLE 76 ESQ. 10 - UNIDAD PENITENCIARIA 9, Villa Elivira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Centro de Formacion Profesional;CENTRO DE FORMACIÓN PROFESIONAL Nº403 INSTITUTO PERF. AERONÁUTICO;Son unidades educativas que tienen como objeto la formación en saberes y competencias de nivel técnico, adecuadas a las demandas socioproductivas y científicas;CALLE 7 y 610, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Centro de Formacion Profesional;CENTRO DE FORMACIÓN PROFESIONAL Nº404;Son unidades educativas que tienen como objeto la formación en saberes y competencias de nivel técnico, adecuadas a las demandas socioproductivas y científicas;CALLE 75 N°620, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Centro de Formacion Profesional;CENTRO DE FORMACIÓN PROFESIONAL N°436;Son unidades educativas que tienen como objeto la formación en saberes y competencias de nivel técnico, adecuadas a las demandas socioproductivas y científicas;CALLE 122 e/ 608 y 609, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
INCLUSIÓN EDUCATIVA Y FORMACIÓN LABORAL;Centros Socioeducativos Comunitarios;LA CASITA DE LOS PIBES;Orientados a la revinculación de los alumnos y al fortalecimiento de las trayectorias educativas de jóvenes de barrios populares en situación de vulnerabilidad, brindando apoyo escolar, social y participación comunitaria. Se realizan eventos culturales, talleres, actividades como cine, etc. Muchos de estos también realizan actividades en búsqueda de lograr incorporación al mundo del trabajo digno.;CALLE 122 y 609, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
SEGURIDAD;Comisarías;COMISARÍA LA PLATA 8°;Son organismos cuya responsabilidad fundamental es la de investigar delitos, preservar el orden público y proteger los derechos de los ciudadanos. Realizan acciones de prevención y llevan a cabo investigaciones dentro de su área.;AV. 7 y 74, Villa Elvira, La Plata, Buenos Aires ;Villa Elvira;;ZONA ESTE
SEGURIDAD;Comisarías;COMISARÍA LA PLATA 16°;Son organismos cuya responsabilidad fundamental es la de investigar delitos, preservar el orden público y proteger los derechos de los ciudadanos. Realizan acciones de prevención y llevan a cabo investigaciones dentro de su área.;CALLE 122 e/ 81 y 82, Villa Elvira, La Plata;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;ASOCIACIÓN CIVIL BRÚJULA: PREVENCIÓN Y TRATAMIENTO DE LAS SITUACIONES EN CONFLICTO EN COMUNIDADES EDUCATIVAS;Es un centro comunitario de niñes y adolescencia con modalidad de talleres semanales con una merienda al finalizar cada jornada que se propone desde susorígenes en el año 2001 hasta la actualidad, trabajar en el fortalecimiento de la inclusion social de niños, niñas y jóvenes en situación de calle, reforzando el vinculo con la educación escolary fortaleciendo las herramientas de aprendizaje y formacion personal y grupal. A través de distintos talleres y herramientas como ser música, deporte, teatro,  lectura y  juegos, se garantizan actividades cotidianas que fortalezcan los lazos sociales, grupales, el respeto por la diversidad y el cumplimiento del derecho al juego y la recreación entre otros.;CALLE 122 e/ 81 y 82, Villa Elvira, La Plata;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;INSTITUCIÓN CAMINOS DE VILLA ALBA;Es una organización sin fines de lucro que se dedica a promover las relaciones interpersonales y grupales a través del deporte, el juego, la expresión artística y la recreación en Villa Alba. Su objetivo principal es generar condiciones para el desarrollo y la promoción humana.;CALLE 122 e/ 612 y 613, Villa Elvira , La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;ASOCIACIÓN CIVIL RED URBANA DE ESTRATEGIAS DE ABORDAJE TERRITORIAL;La Organización Comunitaria Red Urbana de Estrategias de Abordaje Territorial, se crea en el mes de julio de 2016, con el objetivo de abordar y acompañar el acceso a la promoción, protección y restitución de derechos de niños, niñas, adolescentes y sus familias con una lógica comunitaria. Nuestra organización está conformada por un equipo de trabajadorxs comunitarixs formadxs en diversos saberes direccionados a niñeces y adolescencias. Desde el año 2016 sostenemos dos proyectos que son solventados mediante convenios con el Organismo Provincial de Niñez y Adolescencia: - Centro de Día Proyecto “El campito de la 90” -antes Proyecto Rueda- y Proyecto Autonomía Joven. A fines del 2021 conveniamos con el Programa Envión, bajo la modalidad sociocomunitaria.;CALLE 90 e/ 1 y 2, Villa Elvira, La Plata, Provincia de Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;FUNDACIÓN PRO-COMUNIDAD;"La Casita de los Pibes es una organización que trabaja bajo la modalidad de Centro de Día con adolescentes y jóvenes de la comunidad de Villa Alba.  Buscan acompañar a las familias en lo que refiere a la crianza de sus hijos, fundamentalmente las de sectores populares que se encuentran exigidas para poder cubrir las necesidades de reproducción cotidiana; buscan convertirse en sostén ante el deterioro de las redes institucionales,  erigirse como opción ante el fracaso recurrente del sistema educativo como espacio de integración social de la infancia, y desandar el trabajo infantil que, en sus diversas formas, desarrollan vastas franjas de niños y jóvenes pobres, dificultando el desarrollo de las actividades que debieran ser exclusivas en la infancia y adolescencia: la educación y el juego. ";122 y 604, Villa Elvira, La Plata, Provincia de Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;ARZOBISPADO DE LA PLATA;Pertenece a la Pastoral Social de la Parroquia Nuestra Señora de la Paz. Inicia sus actividades en el marco de la articulación con el Ministerio de Desarrollo Social de la Provincia de Buenos Aires, para el funcionamiento de una Casa de Encuentro Comunitario desde la que se gestionan y organizan distintos proyectos y ejes de trabajo en el territorio comprendido en la Jurisdicción Parroquial.El Centro Comunitario Magis, a través de las diferentes actividades, busca que los niños, niñas, adolescentes y jóvenes puedan problematizar sus situaciones de vida y las situaciones comunitarias en las que están insertos y a partir de ahí fortalecer sus recursos propios y los recursos con los que cuentan en su entorno para desarrollar espacios y posibilidades más dignas de vida, empleo, educación, etc. ;CALLE 4 BIS y 611, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;FUNDACIÓN PRO-COMUNIDAD;La agrupación trabaja para brindar a los ñinos y niñas oportunidades educativas y de inserción grupal y comunitaria con las cuales puedan sentirse identificados. En este sentido  aa práctica orquestal se vuelve un modo de garantizar el derecho a la música como bien cultural que les permitirá potenciar sus habilidades musicales, sociales y personales. La Orquesta Latinoamericana de La Casita de los Pibes es un proyecto musical y social que surge en el barrio Villa Alba en 2014, fruto de un convenio entre el entonces programa Andres Chazarreta y la organización social La Casita de los Pibes. Participan alrededor de 60 niñes de entre 10 y 17 años de los barrios de Villa Alba, Barrio Aeropuerto, Palihue y Villa Montoro.;CALLE 609 y 122, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Fortalecimiento comunitario para la inclusión de NNyA;FUNDACIÓN PRO-COMUNIDAD;La Casita de los Pibes es un proyecto iniciado en 2000 para la participación e integración de niñxs, adolescentes y jóvenes de la comunidad de Villa Alba. Han orientado sus proyectos a las infancias y juventudes de la comunidad. El arte ha resultado una vía en la que los pibes y pibas encuentran un espacio de expresión, a través de sus letras de rap, aprendiendo a tocar instrumentos diversos, grabando sus producciones, participando en exhibiciones internas La Casita integra una red de proyectos de la Fundación Pro Comunidad en la que participan niños, niñas, adolescentes y jóvenes desde la primera infancia y sin límite de edad. Muchos pibes y pibas que han participado de estos proyectos son luego lxs educadorxs que encaran las actividades y acompañamiento de lxs recién llegadxs. ;CALLE 604 y 122, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Envión;Sede Palihue;ENVIÓN busca fortalecer el rol socioeconómico, político y cultural de adolescentes y jóvenes de la Provincia de Buenos Aires en situación de vulnerabilidad;CALLE 98 e/ 124 y 125, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Envión;Sede Villa Elvira;ENVIÓN busca fortalecer el rol socioeconómico, político y cultural de adolescentes y jóvenes de la Provincia de Buenos Aires en situación de vulnerabilidad;CALLE 96 e/ 118 y 119, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
PROGRAMAS DE PROMOCIÓN Y CUIDADO;Juguemos Piola;"INSTITUCIÓN ""CONSTRUIR, PARA LA LIBERTAD""";"A partir del programa Provincial Juguemos Piola, se busca desarrollar espacios de juego destinado a niños o adolescentes que funcionen con regularidad y visibilicen el juego como derecho y estrategia comunitaria intergeneracional. Algunos de los objetivos son: construir a través del juego espacios saludables y comunitarios y abordar problemas a través de distintas dinámicas lúdicas, promover juegos con perspectiva de género reconociendo las diversidades y reflexionando sobre los estereotipos y discursos que modelan los cuerpos y las identidades, fortalecer prácticas solidarias y reconocer espacios públicos potenciales para el armado de juegos intergeneracionales.
";CALLE 12 e/ 95 y 96, Villa Elvira, La Plata, Buenos Aires;Villa Elvira;;ZONA ESTE
